Name,Team,Age,GP,MPG,FTA,PPG,RPG,SPG,BPG
"Al,Thornton",Okc,31,40,15.7,26,5.8,0.7,0.55,0.05
"Al,Thornton",Chi,31,9,9.7,11,4.6,0.2,0.22,0
"Anthony,Tolliver",Sac,31,65,22.7,82,7.1,3.6,0.52,0.31
"Anderson,Varejao",Bro,22,12,15.4,32,7.9,2.3,0.33,0.33
"Antoine,Wright",Det,30,75,15.5,94,4.9,4.4,0.23,0.52
"Brandon,Bass",Sac,31,61,25.9,93,8.4,2,0.34,0.11
"Bobby,Brown",Lac,24,74,27.8,191,12,2.2,0.65,0.14
"Bobby,Brown",Bos,26,55,33.4,93,16.3,6.1,1.24,0.2
"Brian,Cardinal",Sac,23,61,19.3,93,8.1,2.1,0.48,0.1
"Baron,Davis",Det,34,39,14.4,34,5.8,1.5,0.33,0
"Boris,Diaw",Orl,24,81,22.1,234,6,7,0.31,1.12
"Ben,Gordon",Lac,27,61,34,421,21.6,8.1,0.93,0.38
"Brendan,Haywood",Det,28,35,8.4,58,5.5,3.7,0.17,0.34
"Brendan,Haywood",Chi,21,64,15.6,59,6.8,4.6,0.25,0.17
"Brandon,Jennings",Bro,27,55,27,167,14.2,3.6,0.44,0.05
"Brook,Lopez",Was,27,26,23.1,76,12.7,3.1,0.38,0.15
"Brad,Miller",Uta,34,73,17.6,35,4.6,2.2,0.25,0.12
"Brandon,Roy",Was,23,77,34.9,342,23.1,3.1,1.09,0.27
"Brandon,Rush",Mem,29,28,16,35,6.8,2.8,0.39,0.71
"Brian,Scalabrine",Lac,31,52,11.1,88,5.6,2.5,0.27,0.21
"Bobby,Simmons",Lal,19,79,28.9,214,9.4,4,0.62,0.46
"Beno,Udrih",Nyk,27,58,24.6,135,8.6,2.6,0.95,0.07
"Bill,Walker",Was,27,23,16.2,17,3.5,1.9,0.65,0
"Ben,Wallace",Pho,25,54,21.1,154,11,2.2,0.5,0.09
"Chris,Andersen",Min,31,47,21.9,18,4.2,2.1,0.47,0.49
"Carmelo,Anthony",Cha,31,41,10.1,39,3.5,1,0.22,0.02
"Carlos,Arroyo",Gol,24,7,6.6,3,1.7,0.6,0.43,0.14
"Chucky,Atkins",Cha,24,13,12.3,13,3.8,1.6,0.69,0
"Charlie,Bell",Bro,28,75,29.6,364,20.5,5.4,0.51,1.65
"Chauncey,Billups",San,23,36,7.9,6,2.6,0.6,0.03,0
"Carlos,Boozer",Nor,23,57,20.4,33,8.6,2.9,0.32,0.12
"Chris,Bosh",Sac,23,25,29.1,43,15.1,4.2,0.8,0.12
"Corey,Brewer",Orl,32,62,16.3,66,4.5,1.4,0.69,0.03
"Chase,Budinger",Orl,32,62,16.3,66,4.5,1.4,0.69,0.03
"Caron,Butler",Okc,22,20,16,4,5.3,1.6,0.5,0.2
"Caron,Butler",Chi,22,11,12.9,4,4.9,1.5,0.36,0
"Carlos,Delfino",Bro,22,57,21.7,93,8.2,3.3,0.86,0.14
"Chris,Douglas-Roberts",Nyk,32,74,34.3,365,22.4,5.9,0.82,0.45
"Chris,Duhon",Mem,28,34,19.8,43,6.2,2.5,0.59,0.15
"Channing,Frye",Cle,33,74,18.9,74,9.1,3.9,0.45,0.51
"Chuck,Hayes",Phi,23,8,9.2,12,5.3,0.6,0.38,0.13
"Chris,Hunter",Nyk,23,18,12.5,31,5.3,1.7,0.33,0.06
"Chris,Kaman",Nor,20,17,11.7,21,5.1,4.3,0.24,0.41
"Carl,Landry",Hou,20,5,10.3,4,2.8,2,0.6,0.2
"Carl,Landry",Cle,38,12,9.5,14,2.3,2.6,0.42,0.58
"Courtney,Lee",Bro,21,14,5.2,3,2.5,1.2,0.07,0.14
"Corey,Maggette",Lac,31,61,31.5,260,18.1,5,1.97,0.13
"Cartier,Martin",Cha,21,13,8.2,15,2.7,2.2,0.23,0.46
"C.J.,Miles",Por,25,80,34.9,294,23,3.6,0.9,0.53
"Chris,Paul",Ind,29,76,23.4,93,10.7,3,0.61,0.33
"Chris,Quinn",Hou,22,65,23.9,177,12.6,8.1,0.52,1.22
"Chris,Richard",Cha,24,62,27.8,196,10.3,6.5,1,0.94
"Craig,Smith",Min,28,62,8.6,22,1.7,2.5,0.4,0.37
"Charlie,Villanueva",Hou,30,58,15.9,44,4.2,2,0.64,0.21
"C.J.,Watson",Lal,30,24,14.9,24,5.4,2.2,0.96,0.33
"Chris,Wilcox",Tor,25,80,25,122,9.3,2.9,0.84,0.15
"David,Andersen",Nyk,31,77,31.9,98,10.8,3.4,1.05,0.31
"Darrell,Arthur",Chi,24,66,15.8,93,4.8,4.7,0.38,0.26
"D.J.,Augustin",Orl,29,78,19.7,161,7.9,1.5,0.4,0.01
"DeJuan,Blair",Gol,21,10,8.5,10,1.9,2.3,0.1,0.4
"Derrick,Brown",Por,26,75,35.9,545,27,4.9,0.91,0.25
"Devin,Brown",Orl,30,45,7,0,1.8,0.6,0.27,0.02
"Devin,Brown",Lal,20,63,28.7,188,15.6,3.5,1.38,0.25
"DeMarre,Carroll",Den,28,63,33.9,387,18.2,5.1,0.65,0.24
"Darren,Collison",San,29,68,26.6,32,7.3,3.3,1.03,0.84
"Daequan,Cook",Nor,29,66,25,27,6.6,4.2,0.59,0.42
"Dante,Cunningham",Uta,21,66,18.6,73,6.2,2,0.32,0.18
"DeMar,DeRozan",Phi,22,81,26.3,220,12.8,6.3,0.7,0.37
"DeSagana,Diop",Den,28,41,15.6,22,6.4,2.7,0.46,0.51
"Derek,Fisher",Sac,29,68,30.3,171,13.2,2.2,0.99,0.13
"Dan,Gadzuric",Det,23,39,9.8,28,3.3,0.8,0.28,0.05
"Danilo,Gallinari",San,33,79,18.7,113,7.3,5.6,0.38,0.51
"Devean,George",Lal,24,20,19.9,39,6,3.2,0.6,0.35
"Daniel,Gibson",Gol,36,68,12.6,56,4.6,3,0.62,0.71
"Drew,Gooden",San,24,67,12.1,34,4.5,1.5,0.3,0.42
"Drew,Gooden",Atl,22,38,9.8,16,2.7,1.6,0.21,0.13
"Danny,Granger",Lac,28,81,31.7,425,12.7,13.8,0.62,1.65
"Donte,Greene",Cle,28,61,12.3,37,2.4,1.7,0.74,0.23
"Devin,Harris",San,20,38,8.5,30,3.4,1.1,0.21,0.16
"Dwight,Howard",Tor,24,27,16.5,55,5.6,1.7,1,0.41
"Dahntay,Jones",Tor,27,74,35.4,647,27.3,5.2,1.05,0.18
"DeAndre,Jordan",Sac,26,55,34.4,549,27.8,10.6,1.36,1.35
"David,Lee",Nor,26,17,33.8,121,24.4,12.4,1.47,1.24
"Darko,Milicic",Tor,30,72,26.1,117,8.9,3.8,1.11,0.38
"Dirk,Nowitzki",Atl,23,79,31.5,255,17.9,3.1,0.95,0.22
"Derrick,Rose",Chi,23,57,17.1,18,5.1,2.6,0.53,0.12
"Darius,Songaila",Dal,32,40,29.3,84,13.1,2.6,0.63,0.05
"DeShawn,Stevenson",Cle,32,24,20.3,25,7.5,1.9,0.25,0.25
"DeShawn,Stevenson",Uta,25,50,23.7,109,9.5,6.1,0.9,0.8
"DaJuan,Summers",Pho,19,32,17,41,5.3,2.5,0.41,0.44
"Dwyane,Wade",Nyk,28,64,32.5,253,18,3.8,0.69,0.27
"David,West",Mia,25,25,15.1,50,5.9,2.9,0.36,0.2
"Delonte,West",Cle,25,25,17.1,39,6.2,2.3,0.2,0.12
"D.J.,White",Pho,20,78,35,441,22.1,3.2,0.92,0.27
"Damien,Wilkins",Dal,33,65,16.7,129,6.7,2,0.66,0.11
"Deron,Williams",San,27,76,17.5,93,5.1,6.5,0.49,0.82
"Dorell,Wright",Mem,20,36,6.6,18,1.6,1.7,0.08,0.47
"Earl,Boykins",Mia,25,46,30.1,127,15.8,3.3,0.91,0.43
"Elton,Brand",Dal,38,54,26.4,112,14.2,6.5,0.56,0.7
"Erick,Dampier",Okc,20,81,20.1,67,5.9,3.5,0.48,0.4
"Eric,Gordon",Nor,26,34,14.1,49,4.4,3,0.53,0.32
"Eddie,House",Dal,23,81,20.3,61,4.3,2.7,0.64,0.3
"Eddie,House",Chi,25,44,24.5,67,10.2,3,0.25,0.09
"Ersan,Ilyasova",Okc,25,22,19.5,17,6.6,2.2,0.09,0.05
"Eric,Maynor",Pho,19,43,13.3,11,3.4,2.4,0.23,0.53
"Eric,Maynor",Gol,26,76,32.5,213,10.2,7.9,2.03,1.38
"Eduardo,Najera",Atl,31,74,29.7,424,13.5,12.7,0.86,1.24
"Eduardo,Najera",Dal,25,77,17.3,141,6.7,4,0.79,0.51
"Emeka,Okafor",Chi,35,60,29.9,281,18.3,4.5,1.43,0.68
"Etan,Thomas",Por,27,46,17.2,81,4.3,5.3,0.33,0.48
"Earl,Watson",Orl,22,82,29.4,211,12.8,4.7,1.07,0.49
"Francisco,Garcia",Pho,29,2,11.6,2,1.5,3,0,0
"Fabricio,Oberto",Den,20,55,25.6,167,11,3.2,0.75,0.24
"Gilbert,Arenas",Okc,24,72,21.3,285,14.3,6.7,0.43,0.53
"Glen,Davis",Pho,27,66,33,458,21.1,4.8,1.38,0.47
"Goran,Dragic",Hou,28,75,31,175,16.2,2.7,0.64,0.55
"Gerald,Henderson",Okc,29,3,20.7,0,5,5.3,1,0.33
"George,Hill",Phi,29,53,27.3,142,14.8,5.9,0.62,0.26
"Grant,Hill",Atl,29,26,24.4,65,10.4,5.8,0.85,0.31
"Greg,Oden",Nor,27,73,24.9,74,9.6,2.1,0.68,0.44
"Garrett,Temple",Orl,24,68,32.9,277,17.2,3.1,0.97,0.06
"Gerald,Wallace",Por,28,65,25.5,103,9,3.8,0.85,0.37
"Hilton,Armstrong",Cha,23,75,26.1,156,11.7,4.5,0.64,0.45
"Hasheem,Thabeet",Tor,22,37,7.9,22,2.9,1.1,0.43,0.08
"Hedo,Turkoglu",Sac,30,65,26.6,74,7.8,2.8,1.29,0.43
"Hakim,Warrick",Den,22,57,31.3,134,14.9,3.1,1.25,0.14
"Hakim,Warrick",Atl,32,2,9.2,4,2,0.5,0,0
"Ime,Udoka",Mil,24,6,16.5,5,3.3,2,0.5,0.67
"Joel,Anthony",Uta,30,49,31.5,196,16.9,3.4,1.02,0.22
"Jose,Barea",Sac,19,22,16.1,14,5.6,4,0.14,0.77
"Jerryd,Bayless",Bos,31,47,11.4,41,5.6,1.8,0.19,0.15
"Jonathan,Bender",Phi,29,72,23.2,165,9.2,2.6,0.56,0.19
"Josh,Boone",Mil,22,80,35.6,612,22.9,8.8,1.64,1.89
"Jon,Brockman",Ind,23,69,20.7,76,6.1,3.6,0.59,0.29
"Jose,Calderon",Mia,30,73,33.7,377,20.3,3.8,1.22,0.18
"Jamal,Crawford",Uta,26,73,34.5,429,21.9,5.4,1,0.27
"Jared,Dudley",Min,27,82,32.4,167,10,7.9,1.07,1.16
"Jordan,Farmar",Mil,26,81,22.5,239,11.7,6.6,1.14,0.47
"Jonny,Flynn",Bro,30,3,12.9,3,2.3,0.7,0.33,0.33
"Jeff,Foster",Dal,24,79,35.5,281,19.2,5,0.82,0.19
"J.R.,Giddens",Mia,27,77,32.6,358,17,14.1,0.74,2.1
"Joey,Graham",Det,20,19,7.7,8,3.2,2.2,0.05,0.05
"Jeff,Green",Phi,25,31,18.1,20,5.5,2.7,0.45,0.19
"James,Harden",Nor,25,9,21.3,9,3.8,3.1,0.67,0
"Jarvis,Hayes",Gol,25,77,14.8,58,6.8,1.6,0.51,0.1
"J.J.,Hickson",Was,30,31,17.9,75,5.6,4.8,1.1,0.77
"Jordan,Hill",Cle,26,76,25.5,90,7.5,2.9,0.82,0.36
"Jordan,Hill",Chi,25,39,15.2,33,4.6,1.3,0.56,0.03
"Jrue,Holiday",Hou,22,4,13,2,0.8,0.8,0.25,0.25
"Josh,Howard",Bos,27,76,33.8,649,28.9,2.7,0.92,0.17
"Juwan,Howard",Bro,21,73,22.5,113,7.4,2.5,0.58,0.49
"Jarrett,Jack",Det,28,81,24.1,102,9.4,2.9,0.75,0.41
"Jared,Jeffries",Lal,19,38,16,49,7.5,4.2,0.37,0.87
"Jared,Jeffries",Dal,32,35,22,51,10.9,2.4,0.4,0.03
"Jonas,Jerebko",Mil,21,51,33.9,218,20.1,6.2,0.98,0.43
"James,Johnson",Bos,26,72,32.4,217,13.9,5.8,1.01,0.32
"Joe,Johnson",Phi,21,50,22.7,158,11.8,4.8,0.4,0.98
"James,Jones",Por,22,35,7.1,17,2.2,0.7,0.23,0.09
"Jason,Kapono",Tor,21,54,11.6,57,3.1,3.1,0.31,0.37
"Jason,Kidd",Lac,36,82,26.3,203,12.3,1.6,0.74,0.17
"Jamaal,Magloire",Den,19,82,21.5,120,9.9,2.6,0.62,0.29
"Jason,Maxiell",Den,34,75,27.3,63,9.2,2.6,0.72,0.11
"JaVale,McGee",Mem,26,64,23.4,110,6.7,4,0.72,0.3
"Josh,McRoberts",Hou,27,81,36.4,881,29.1,8.1,1.49,0.47
"Jodie,Meeks",Mia,29,76,27.4,215,12.8,4.9,1,1.13
"Jodie,Meeks",Cle,36,48,7.9,20,2.8,0.8,0.13,0.21
"Jamario,Moon",Gol,24,52,8.8,42,2.8,1.7,0.35,0.56
"Jameer,Nelson",Mem,26,77,27.3,167,8.9,7.1,0.61,0.44
"Joakim,Noah",Pho,31,64,21.3,65,6.8,3.5,0.67,0.25
"Jermaine,O'Neal",Tor,24,11,10.7,8,3.4,2.5,0.36,0.09
"Jannero,Pargo",Pho,25,5,12.5,9,4.8,1.4,0.2,0
"Jeff,Pendergraph",Mem,22,42,13.3,50,3.9,3.9,0.4,0.21
"Johan,Petro",Nor,33,2,16.6,2,3,0,1,0
"James,Posey",Dal,23,9,12.8,7,4.4,2.6,0.22,0.44
"Josh,Powell",Was,30,74,14.4,51,5.7,3.5,0.28,0.73
"Joel,Przybilla",Mil,39,74,18.4,29,4.1,1.4,0.62,0.27
"J.J.,Redick",Gol,29,77,9.6,111,6.1,3.2,0.25,0.87
"Jason,Richardson",Bos,20,78,17.2,124,6.6,2.8,0.45,0.23
"John,Salmons",Orl,30,69,22.2,168,9.2,3.1,0.54,0.19
"John,Salmons",Ind,28,82,32.4,415,15.3,4,1.23,0.39
"James,Singleton",Uta,26,51,8.5,48,2.9,2.4,0.31,0.63
"James,Singleton",Phi,22,2,20.6,8,8,3,0,2
"Jason,Smith",Okc,22,78,19.1,139,5.4,2.6,0.42,0.96
"Josh,Smith",Cha,24,62,18.4,129,9.7,4.3,0.44,0.37
"J.R.,Smith",Bro,28,36,24.5,141,14.5,3.8,1.17,0.42
"Jerry,Stackhouse",Chi,24,63,16.3,73,5.9,1.8,0.75,0.13
"Jermaine,Taylor",Phi,28,3,23.8,10,11,4,0,0
"Jeff,Teague",Chi,27,76,37,676,23.9,6.2,1.89,0.41
"Jason,Terry",Lac,32,78,28.2,202,15,2.2,0.69,0.17
"Jason,Thompson",Nyk,31,46,22.1,78,5,8.8,0.65,0.8
"Jamaal,Tinsley",Orl,29,36,20.5,74,9.1,2.1,0.94,0.11
"Jason,Williams",Bro,25,52,21.9,49,8.2,2.8,0.58,0.15
"Jawad,Williams",Uta,29,82,24.1,68,7.1,3.2,1.16,0.1
"Julian,Wright",Uta,35,78,23.6,77,9.2,3.1,0.46,0.23
"Joe,Smith",San,34,19,6.4,8,1.3,1.6,0.11,0.32
"Kelenna,Azubuike",Phi,22,31,25.4,244,20.2,7.8,0.87,2.45
"Keith,Bogans",Okc,25,50,14.8,58,5.7,3.7,0.36,0.12
"Kwame,Brown",Chi,25,20,12.1,15,4.5,3.4,0.35,0
"Kobe,Bryant",Mil,26,58,19.4,107,6.8,5.1,0.5,1.34
"Keyon,Dooling",Was,26,78,36.4,527,23.1,4.2,2.01,0.63
"Kevin,Durant",Den,23,7,6.6,4,2.9,1.6,0,0.14
"Kyrylo,Fesenko",Cha,23,4,8.6,2,4.5,2,0,0
"Kevin,Garnett",Det,27,75,25.9,113,10.2,5.4,0.41,0.35
"Kirk,Hinrich",Bos,29,78,15.8,37,3.8,3.5,0.32,0.22
"Kris,Humphries",Tor,24,80,25.8,217,12,9.5,0.46,0.79
"Kris,Humphries",Dal,29,17,13.6,29,6.2,1.3,0.47,0
"Kyle,Korver",San,27,78,17.9,132,6.2,2.1,0.6,0.32
"Kevin,Love",Lal,24,82,29.2,168,14.7,3,1.09,0.1
"Kyle,Lowry",Nor,28,19,23.3,26,14.1,1.8,0.58,0.11
"Kenyon,Martin",Sac,30,2,17.7,0,6,1.5,1,0
"Kevin,Martin",Min,29,7,6.7,2,1.7,2,0.14,0
"Kevin,Martin",Cle,25,37,10.4,34,4.4,1.1,0.22,0.16
"Kevin,Ollie",Bos,22,25,5.6,14,1.5,1.4,0.12,0.24
"Kendrick,Perkins",Lal,35,24,12.2,4,3.3,1.8,0.29,0.04
"Kenny,Thomas",Atl,35,17,14.5,8,3.6,1.9,0.24,0
"Kurt,Thomas",Okc,25,2,15.5,1,7,4.5,0,1.5
"Kyle,Weaver",Mia,29,22,17.3,9,4.9,3.4,0.45,0.18
"LaMarcus,Aldridge",Mia,23,53,30.5,77,10.2,3.2,1.13,0.75
"Louis,Amundson",Cle,31,41,29,15,8.6,2.8,1,0.27
"Leandro,Barbosa",Nor,26,67,32.7,168,15.4,4,1.49,0.67
"Luol,Deng",Den,21,62,13.6,76,4.9,3,0.48,0.19
"Luther,Head",Lal,22,74,28.8,282,13.2,8.6,0.66,0.5
"Larry,Hughes",Dal,23,51,13.9,88,6.5,2.9,0.55,0.31
"Larry,Hughes",Phi,23,24,21.6,41,8.5,4.1,0.54,0.29
"Lindsey,Hunter",Bro,26,64,18.4,52,6.9,4.1,0.45,0.67
"LeBron,James",Phi,27,3,10.4,0,4,1.7,0,0
"Luc,Mbah,a,Moute",Nyk,27,82,20,80,7.7,2.8,0.79,0.38
"Lamar,Odom",Mia,20,18,34.7,47,10.9,5.2,1.44,0.33
"Leon,Powe",Den,22,45,17.9,113,8,5.8,0.56,0.8
"Luke,Ridnour",Por,22,20,29.2,97,15.2,10.4,1.25,1.9
"Luis,Scola",Min,21,82,37,428,25.1,12.3,0.7,1.26
"Luke,Walton",San,25,74,33.4,533,25.5,5.8,1.8,0.74
"Lou,Williams",Cle,21,42,9.2,49,4,1,0.43,0.17
"Malik,Allen",Bos,25,75,20.5,123,9,4.8,0.57,0.39
"Marcus,Banks",Was,21,79,20.3,99,6.3,3.3,0.72,0.22
"Matt,Barnes",Cha,26,79,34.7,359,23.2,3.9,1.08,0.27
"Michael,Beasley",Den,27,61,21.2,189,9.6,7.6,0.7,0.66
"Marco,Belinelli",Atl,27,73,26.9,168,11,3.2,1.26,0.71
"Mike,Bibby",Det,23,76,33.3,185,13.8,3.3,1.18,0.16
"Matt,Bonner",Gol,28,62,33.4,384,25.1,8.3,1.06,1.6
"Marcus,Camby",Cle,28,60,31.4,295,19,11.1,0.88,0.35
"Marcus,Camby",Ind,27,49,11.4,22,4.7,2.9,0.14,0.41
"Mario,Chalmers",Gol,20,53,8.4,34,2.5,2.3,0.26,0.32
"Mardy,Collins",Mil,25,29,30.7,92,14.7,4.2,1.41,0.24
"Mike,Conley",Hou,23,29,7.3,10,2.8,1,0.24,0.28
"Marquis,Daniels",Bro,23,20,14.7,28,6.3,2.6,0.6,0.5
"Mike,Dunleavy",Gol,26,78,34,218,22.3,3.7,0.85,0.51
"Monta,Ellis",Sac,27,71,20,62,6.6,5.7,0.51,0.68
"Maurice,Evans",Min,22,78,17.1,59,3.8,2.1,1,0.46
"Michael,Finley",Atl,31,56,12.3,82,4.6,3.7,0.27,0.38
"Michael,Finley",Nyk,21,66,32.8,252,18.1,7.2,0.71,1.95
"Marc,Gasol",San,23,72,14.2,57,3.4,2.9,0.72,0.36
"Manu,Ginobili",Atl,35,32,28,27,9.5,2.8,0.69,0.41
"Marcin,Gortat",Cle,35,35,24.5,15,10.7,2.8,0.31,0.23
"Mike,Miller",Tor,30,60,37.4,365,22.4,4.8,1.48,0.32
"Mikki,Moore",Nyk,26,79,15.6,83,6.3,5.5,0.46,1.32
"Mehmet,Okur",Okc,28,32,12,17,2.8,1.5,0.22,0.16
"Morris,Peterson",Cle,24,72,35.1,328,25.2,3.2,1.15,0.33
"Mickael,Pietrus",Atl,25,5,8.1,3,1.8,1.4,0.2,0
"Micheal,Redd",San,31,72,32.4,271,17.3,7.3,0.64,1.22
"Marreese,Speights",Nor,26,6,27.1,8,9.7,3,0.33,0.17
"Marcus,Thornton",Min,26,6,11.2,2,3.5,1.7,0,0
"Martell,Webster",Ind,26,6,22,3,7.2,4,0.5,0.33
"Marcus,Williams",Nyk,28,46,21,51,6,3.1,0.46,0.11
"Marvin,Williams",Nor,25,55,20.4,52,8.6,2.2,0.73,0.09
"Mo,Williams",Sac,25,19,19.7,12,6,1.8,0.32,0.05
"Nicolas,Batum",Lal,24,63,22.9,80,7.1,5.9,1.3,0.63
"Nick,Collison",Ind,27,61,14.3,33,2.9,3.6,0.3,0.39
"Nene,Hilario",Pho,34,67,14.4,45,6.3,1.6,0.46,0.12
"Nathan,Jawai",Cle,32,74,37.8,531,26.4,8.7,1.23,0.59
"Nenad,Krstic",Lal,30,58,24.2,344,18.6,2.3,1.12,0.17
"Nazr,Mohammed",Hou,30,23,25.7,113,14.8,3,0.65,0.39
"Nate,Robinson",Lac,30,80,22.3,87,6.1,2.1,1.01,0.44
"Nate,Robinson",Tor,24,57,19.1,67,4.4,4.3,0.91,1.56
"Nick,Young",Bro,36,36,12.8,37,5.1,3.9,0.39,0.11
"Omri,Casspi",Mia,27,68,15.7,15,4.8,2.1,0.29,0.16
"O.J.,Mayo",Lal,31,56,26.5,63,7.6,5.3,0.86,0.36
"Oleksiy,Pecherov",Sac,21,22,9,19,3.6,1,0.23,0.05
"Pau,Gasol",Mil,24,75,26.4,126,10.2,2.8,1.12,0.16
"Paul,Millsap",Atl,27,73,17.1,93,5.4,1.7,0.53,0.01
"Paul,Pierce",Den,20,22,7.5,10,3.8,0.8,0.32,0
"Peja,Stojakovic",Dal,27,4,6.2,4,2,2.3,0,0
"Quentin,Richardson",San,39,69,18.7,107,7.5,2.3,1.19,0.23
"Quinton,Ross",Mem,32,74,34.2,332,19.5,6.3,0.91,1.34
"Quinton,Ross",Lal,33,23,10.3,17,2.7,1,0.43,0.09
"Ray,Allen",Was,32,82,31.2,159,10.8,10.3,0.49,0.74
"Rafer,Alston",Cha,30,74,24,168,10.5,2.4,0.59,0.12
"Rafer,Alston",Orl,22,5,9.5,10,2.8,1.8,0.2,0
"Ryan,Anderson",Det,27,79,32.5,185,14,4.6,0.66,0.32
"Ron,Artest",Bos,22,79,30.4,250,10.6,3.9,1.58,0.43
"Rodrigue,Beaubois",Was,29,33,17.4,27,6.6,2.3,0.58,0.09
"Ronnie,Brewer",Orl,21,65,14.8,50,4.9,2.2,0.46,0.22
"Rasual,Butler",Was,27,76,31.2,215,14,6.5,1.08,0.58
"Rodney,Carney",Pho,19,82,21.3,181,9.2,4.2,0.82,0.85
"Ricky,Davis",Lac,29,82,15.7,137,8.7,4.5,0.28,0.5
"Reggie,Evans",Nyk,24,21,8.1,19,1.9,2.4,0.19,0.19
"Raymond,Felton",Cha,30,76,30.2,150,11.2,6.6,0.76,0.7
"Rudy,Fernandez",Por,26,54,28.1,224,11.1,8,0.93,1.17
"Randy,Foye",Den,26,27,23.4,76,9.1,6.4,0.7,1.04
"Rudy,Gay",Sac,36,54,25.3,66,7.6,5.4,0.67,0.31
"Ryan,Gomes",Gol,36,20,20.5,23,5.7,4.6,0.6,0.45
"Richard,Hamilton",Mil,26,76,26.1,96,7.6,1.9,0.7,0
"Roy,Hibbert",Por,23,77,28.9,124,10,4.4,1.1,0.9
"Ryan,Hollins",Nyk,24,32,10.4,26,3.1,2,0.47,0.22
"Royal,Ivey",Lal,37,25,6.4,16,2.3,0.8,0.4,0.08
"Richard,Jefferson",Por,24,74,16.5,40,5.4,3.2,0.18,0.38
"Rashard,Levis",Mil,28,56,16.7,105,9.4,3.4,0.48,0.5
"Robin,Lopez",Chi,25,45,18.8,77,6.6,3.4,0.84,0.51
"Roger,Mason,Jr.",Cha,23,81,29,194,9.2,7,0.99,0.95
"Ronald,Murray",Mem,29,69,33.2,368,20.5,3.5,1.33,0.28
"Ronald,Murray",Cle,36,23,15.9,19,4.6,2,0.26,0.09
"Rasho,Nesterovic",Atl,36,30,15.8,26,5.6,2.3,0.3,0.17
"Ronnie,Price",Den,36,20,7.5,2,1.4,1.9,0.1,0
"Rajon,Rondo",Atl,25,70,17.7,64,6.2,3.4,0.41,0.59
"Ramon,Sessions",Atl,28,18,10.8,8,2.5,2.1,0.22,0.17
"Rodney,Stuckey",Cha,22,2,12.6,0,1,1.5,0,0
"Ronny,Turiaf",Mil,28,32,9.7,35,2.6,1.7,0.34,0.28
"Rasheed,Wallace",Cha,28,13,13.4,4,2.4,3.2,0.54,0.31
"Russell,Westbrook",Nyk,27,68,14.9,68,6.3,1.9,0.43,0.16
"Reggie,Williams",Mil,31,70,16.2,45,6.4,2.3,0.17,0.19
"Shane,Battier",Ind,31,74,27,128,8.5,2.8,1.07,0.36
"Steve,Blake",Hou,23,58,18.3,121,9.1,3.8,0.34,0.72
"Steve,Blake",Ind,20,81,31.4,303,14.5,7.3,0.9,2.14
"Shannon,Brown",Min,28,65,18.3,61,6.2,3.8,0.62,0.31
"Stephen,Curry",Hou,34,67,17.9,197,9.1,4.2,0.84,0.58
